CustomerID,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Churn Label,Churn Value,Churn Score,Churn Reason
2275-RBYQS,Yes,No,DSL,No,No,No,No,No,No,No,0,50,
4419-UJMUS,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,0,73,
7794-JASDG,Yes,No,DSL,Yes,No,No,No,No,No,No,0,80,
7609-YBPXG,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,44,
5519-TEEUH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,57,
7856-GANIL,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,0,66,
0804-XBFBV,No,No phone service,DSL,No,No,No,No,No,No,No,0,57,
2676-OXPPQ,Yes,No,DSL,Yes,Yes,No,No,No,No,No,0,45,
3703-TTEPD,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,0,45,
2799-TSLAG,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,51,
2208-NKVVH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,51,
7139-JZFVG,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,0,43,
4987-GQWPO,No,No phone service,DSL,No,No,No,No,No,No,No,0,33,
1757-TCATG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,49,
4776-XSKYQ,No,No phone service,DSL,No,No,No,Yes,No,No,No,0,64,
8048-DSDFQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,42,
5753-QQWPW,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0,69,
6010-DDPPW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,30,
6693-FRIRW,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,80,
6586-MYGKD,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,0,47,
3173-NVMPX,Yes,Yes,DSL,No,Yes,No,No,No,No,No,0,80,
0248-PGHBZ,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,0,80,
0623-GDISB,Yes,No,DSL,Yes,No,No,No,No,No,No,0,27,
2892-GESUL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,36,
7472-EQOAV,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,No,0,44,
2043-WVTQJ,Yes,No,DSL,Yes,No,Yes,No,No,No,No,0,36,
8034-RYTVV,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,No,0,30,
3863-QSTYI,Yes,No,DSL,No,No,Yes,Yes,Yes,No,No,0,38,
5044-LRQAQ,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,73,
1716-LSAMB,Yes,No,DSL,Yes,No,No,Yes,No,No,No,0,39,
1333-PBMXB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,70,
6546-OPBBH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,26,
5985-BEHZK,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,56,
9127-QRZMH,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0,35,
5919-VCZYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,58,
9644-KVCNC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,0,77,
2137-DQMEV,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,No,0,68,
8174-LNWMW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,46,
9279-CJEOJ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0,47,
7964-VEXDG,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,0,62,
2404-JIBFC,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,67,
8029-XYPWT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,53,
4632-PAOYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,61,
2990-OGYTD,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,31,
6646-JPPHA,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,No,0,44,
7658-UYUQS,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No,0,67,
7880-XSOJX,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,0,74,
4589-IUAJB,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,75,
8746-BFOAJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,62,
8457-XIGKN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,27,
6072-NUQCB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,51,
8838-GPHZP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,23,
8750-QWZAJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,22,
6918-UMQCG,Yes,No,Fiber optic,No,No,No,No,Yes,No,No,0,46,
0675-NCDYU,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,74,
6339-DKLMK,No,No phone service,DSL,No,Yes,No,No,No,No,No,0,49,
1346-PJWTK,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,0,70,
5088-QZLRL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,56,
8023-QHAIO,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,0,66,
4397-FRLTA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,75,
3057-VJJQE,Yes,Yes,DSL,Yes,No,No,No,No,No,No,0,24,
2302-OUZXB,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,0,70,
8133-ANHHJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,0,75,
2270-CHBFN,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,0,20,
5982-FPVQN,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,0,22,
9107-UKCKY,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,0,24,
4654-ULTTN,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,0,60,
5546-BYZSM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,80,
1492-KGETH,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,42,
4163-HFTUK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,78,
8215-NGSPE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,46,
8859-YSTWS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,44,
7601-DHFWZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,66,
1998-VHJHK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,38,
1707-HABPF,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,No,0,43,
0487-VVUVK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,57,
5063-IUOKK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,41,
4508-OEBEY,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,61,
0027-KWYKW,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,0,78,
2308-STERM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,63,
5982-XMDEX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,46,
6051-PTVNS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,29,
2877-VDUER,No,No phone service,DSL,No,No,No,Yes,Yes,No,No,0,78,
9152-AMKAK,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,26,
9432-VOFYX,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,56,
8049-WJCLQ,Yes,No,DSL,No,No,Yes,No,Yes,No,No,0,52,
6586-PSJOX,Yes,No,DSL,No,No,Yes,Yes,No,No,No,0,73,
9705-ZJBCG,Yes,No,DSL,Yes,No,No,Yes,No,No,No,0,43,
6847-KJLTS,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,0,64,
9670-BPNXF,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0,80,
3913-FCUUW,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0,48,
3301-VKTGC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,0,48,
9555-SAHUZ,Yes,No,DSL,Yes,Yes,No,No,No,No,No,0,23,
0816-TSPHQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
9932-WBWIK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,46,
4619-EVPHY,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,0,57,
5286-YHCVC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,21,
9115-YQHGA,Yes,No,DSL,No,No,No,Yes,No,No,No,0,67,
4462-CYWMH,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,0,67,
8963-MQVYN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,44,
2458-EOMRE,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,0,24,
9334-GWGOW,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0,44,
6542-LWGXJ,No,No phone service,DSL,No,No,No,No,No,No,No,0,70,
5567-GZKQY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,20,
1222-LRYKO,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,22,
2087-QAREY,Yes,No,DSL,No,Yes,Yes,No,No,No,No,0,53,
4423-JWZJN,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,0,53,
6490-FGZAT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
7452-FOLON,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,53,
2320-TZRRH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,59,
4942-VZZOM,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,0,25,
7502-BNYGS,Yes,No,DSL,No,Yes,No,No,Yes,Yes,No,0,53,
4291-HYEBC,No,No phone service,DSL,No,Yes,No,No,No,Yes,No,0,59,
6147-CBCRA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,22,
6047-SUHPR,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,0,58,
9752-ZNQUT,Yes,No,DSL,No,Yes,No,No,No,No,No,0,24,
1576-PFZIW,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,34,
5666-MBJPT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,46,
7312-XSBAT,Yes,No,DSL,Yes,No,No,No,No,No,No,0,79,
3096-GKWEB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0,40,
2371-JQHZZ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0,29,
0674-GCDXG,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,No,0,38,
1121-QSIVB,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No,0,43,
4396-KLSEH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,71,
2824-MYYBN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0,29,
6345-HOVES,No,No phone service,DSL,No,No,No,No,No,No,No,0,29,
8318-LCNBW,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,No,0,43,
6469-QJKZW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,26,
0147-ESWWR,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,No,0,77,
1217-VASWC,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,65,
6370-ZVHDV,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,71,
5915-DGNVC,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,0,79,
6260-XLACS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,43,
3566-CAAYU,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,No,0,56,
4983-CCWMC,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,39,
9103-CXVOK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,27,
2896-TBNBE,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,No,0,26,
2522-WLNSF,Yes,No,DSL,No,No,Yes,Yes,Yes,No,No,0,34,
3841-CONLJ,No,No phone service,DSL,No,No,No,No,No,Yes,No,0,54,
4475-NVTLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,24,
9386-LDCZR,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,0,27,
9585-KKMFD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,60,
5399-ZIMKF,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,0,34,
0336-KXKFK,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,38,
5619-XZZKR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,35,
3948-FVVRP,Yes,No,DSL,No,Yes,No,Yes,No,No,No,0,73,
5327-XOKKY,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,No,0,29,
0983-TATYJ,Yes,No,DSL,No,No,No,Yes,No,No,No,0,59,
1813-JYWTO,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,No,0,62,
6719-OXYBR,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,No,0,51,
3312-ZWLGF,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,0,21,
6476-YHMGA,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,76,
0795-XCCTE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,51,
0168-XZKBB,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,0,64,
3785-NRHYR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,31,
4537-DKTAL,Yes,No,DSL,No,No,No,No,No,No,No,0,70,
7072-MBHEV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,0,50,
5602-BVFMK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,77,
6297-NOOPG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,64,
8204-TIFGJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,43,
8050-DVOJX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,69,
8903-XEBGX,Yes,No,DSL,No,No,No,No,No,Yes,No,0,67,
8169-SAEJD,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,No,0,28,
1089-XZWHH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,31,
2325-WINES,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,60,
6064-ZATLR,Yes,No,DSL,Yes,Yes,No,No,No,No,No,0,23,
7824-PANSQ,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,No,0,33,
9648-BCHKM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,78,
2888-ADFAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,30,
8707-HOEDG,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,53,
4072-IPYLT,Yes,No,DSL,Yes,No,No,No,No,No,No,0,56,
7167-PCEYD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,75,
4936-YPJNK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,65,
1580-BMCMR,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,No,0,70,
4817-KEQSP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,54,
6408-WHTEF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,52,
9251-AWQGT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,50,
8749-CLJXC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,79,
7989-VCQOH,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,43,
4199-QHJNM,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,0,52,
8882-TLVRW,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,No,0,53,
5135-GRQJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,47,
2384-OVPSA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,71,
1371-WEPDS,Yes,No,DSL,No,No,No,No,No,Yes,No,0,78,
3580-GICBM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,51,
9730-DRTMJ,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,No,0,78,
4686-UXDML,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,No,0,74,
3349-ANQNH,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,No,0,50,
0932-YIXYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,64,
7480-SPLEF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,22,
7636-XUHWW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,58,
1431-CYWMH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,30,
5937-EORGB,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,No,0,61,
6349-JDHQP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,36,
5539-HIVAK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,80,
5847-MXBEO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,50,
4583-PARNH,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,0,46,
1116-FRYVH,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,No,0,26,
1421-HCERK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,0,54,
9633-XQABV,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,46,
0716-BQNDX,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,No,0,75,
1183-CANVH,Yes,No,DSL,No,No,No,Yes,Yes,No,No,0,54,
1972-XMUWV,Yes,No,DSL,No,No,No,Yes,Yes,No,No,0,37,
8679-LZBMD,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,0,26,
3407-JMJQQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,0,35,
6252-DFGTK,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,0,60,
1539-LNKHM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,60,
8645-KOMJQ,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,0,59,
0289-IVARM,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,0,34,
9761-XUJWD,Yes,No,DSL,No,Yes,No,Yes,No,Yes,No,0,65,
4057-FKCZK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,0,25,
4291-TPNFG,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,0,76,
6087-YPWHO,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,0,34,
3090-QFUVD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,31,
1722-LDZJS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,22,
1818-ESQMW,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,0,54,
7401-RUBNK,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,0,39,
0506-YLVKJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,35,
8661-BOYNW,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,44,
4815-GBTCD,No,No phone service,DSL,No,No,No,No,No,No,No,0,31,
2805-AUFQN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,20,
0980-PVMRC,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No,0,35,
7233-DRTRF,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,43,
3873-NFTGI,Yes,Yes,DSL,No,Yes,No,No,No,No,No,0,68,
1162-ECVII,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,53,
7048-GXDAY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,0,66,
8571-ZCMCX,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,No,0,48,
1169-WCVAK,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,No,0,63,
7129-CAKJW,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,0,27,
8695-ARGXZ,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0,22,
3570-YUEKJ,Yes,No,DSL,No,Yes,No,No,No,No,No,0,43,
1555-HAPSU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,59,
1697-NVVGY,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,0,22,
8464-EETCQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,58,
2419-FSORS,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,0,33,
8132-YPVBX,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,No,0,80,
6754-LZUKA,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,0,64,
8099-MZPUJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,57,
0787-LHDYT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,64,
0374-IOEGQ,Yes,No,DSL,No,No,No,No,No,No,No,0,74,
3197-NNYNB,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,0,28,
3396-DKDEL,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,80,
1752-OZXFY,Yes,No,DSL,Yes,No,No,No,Yes,No,No,0,63,
9066-QRSDU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,25,
9112-WSNPU,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,45,
9867-NNXLC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,44,
5321-NTRKC,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,0,56,
3161-GETRM,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,0,59,
0402-OAMEN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,64,
6933-VLYFX,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,37,
6754-WKSHP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,47,
4976-LNFVV,No,No phone service,DSL,No,Yes,Yes,No,No,No,No,0,20,
5055-MGMGF,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,0,53,
4641-FROLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,30,
2862-JVEOY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,41,
2969-QWUBZ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,No,0,58,
9822-BIIGN,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,0,52,
2077-MPJQO,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0,41,
1534-OULXE,Yes,No,DSL,Yes,No,No,No,No,No,No,0,46,
2971-SGAFL,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,0,79,
1480-IVEVR,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,0,60,
2905-KFQUV,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,39,
3370-HXOPH,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,0,25,
9391-YZEJW,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,0,25,
9958-MEKUC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,0,26,
0281-CNTZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,74,
4118-CEVPF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0,35,
9114-VEPUF,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,No,0,61,
7876-BEUTG,Yes,Yes,DSL,No,No,No,No,No,No,No,0,57,
2338-BQEZT,Yes,No,DSL,Yes,No,No,No,No,No,No,0,44,
9873-MNDKV,Yes,No,DSL,No,No,No,No,No,No,No,0,64,
8241-JUIQO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,26,
2194-IIQOF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0,30,
9631-RXVJM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,77,
9584-EXCDZ,Yes,No,Fiber optic,No,No,No,No,No,No,No,0,53,
5093-FEGLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,28,
2621-UDNLU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,56,
7526-IVLYU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,55,
2428-HYUNX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,42,
9214-EKVXR,Yes,No,DSL,No,No,No,No,No,No,No,0,75,
3410-MHHUM,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,0,73,
2122-YWVYA,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,0,53,
2296-DKZFP,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No,0,32,
8909-BOLNL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,0,29,
6603-YRDCJ,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0,21,
3229-USWAR,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,0,26,
