CustomerID,Monthly Charges,Total Charges,Payment Method,Paperless Billing,CLTV
5018-HEKFO,24.5,270.15,Mailed check,Yes,5594
2923-ARZLG,19.7, ,Mailed check,Yes,4890
3976-NLDEZ,20.6,20.6,Mailed check,No,5370
2282-YGNOR,58.0,1734.5,Credit card (automatic),No,2810
5336-UFNZP,107.45,7047.5,Electronic check,Yes,6211
6854-EXGSF,65.5,573.15,Bank transfer (automatic),Yes,3033
1241-EZFMJ,25.45,1538.6,Bank transfer (automatic),No,6015
9233-PSYHO,100.15,4459.8,Bank transfer (automatic),Yes,2636
5376-PCKNB,104.45,7459,Credit card (automatic),Yes,4750
8044-BGWPI,21.15,306.05,Electronic check,Yes,5209
4060-LDNLU,96.2,639.7,Electronic check,No,4329
3589-PPVKW,44.4,348.15,Mailed check,Yes,5457
5887-IKKYO,94.35,5563.65,Bank transfer (automatic),No,4777
1755-RMCXH,20.3,40.25,Mailed check,No,5113
3858-XHYJO,105.75,4228.55,Bank transfer (automatic),No,4078
4299-SIMNS,81.15,784.45,Electronic check,Yes,4544
7025-IWFHT,89.55,3729.75,Electronic check,Yes,5549
6261-LHRTG,54.75,1406.9,Credit card (automatic),Yes,4020
7841-FCRQD,53.75,1857.3,Credit card (automatic),Yes,3160
2056-EVGZL,105.75,7322.5,Credit card (automatic),No,4437
8777-MBMTS,105.85,6725.5,Credit card (automatic),Yes,4872
7753-USQYQ,64.2,3627.3,Electronic check,Yes,5151
7661-CPURM,87.7,1725.95,Credit card (automatic),Yes,4446
6233-HXJMX,89.3,4192.15,Credit card (automatic),Yes,5470
5902-WBLSE,20.15,1411.2,Credit card (automatic),Yes,5219
3239-TPHPZ,20.05,264.55,Electronic check,Yes,5453
5115-GZDEL,67.2,4671.7,Credit card (automatic),No,5592
3338-CVVEH,94.55,1173.55,Electronic check,No,5674
2615-YVMYX,107.5,7713.55,Electronic check,Yes,5775
2851-STERV,73.0,2471.25,Electronic check,Yes,2715
4393-GEADV,114.75,7842.3,Credit card (automatic),No,5035
8486-AYEQH,76.05,2227.8,Electronic check,Yes,2421
5419-JKZNQ,77.9,2351.45,Mailed check,No,2009
2495-KZNFB,90.65,2989.6,Electronic check,Yes,4460
1409-PHXTF,110.45,6077.75,Electronic check,Yes,4425
4560-WQAQW,68.7,4070.95,Bank transfer (automatic),No,4244
9591-YVTEB,44.85,2479.05,Electronic check,Yes,5829
9309-BZGNT,29.8,2134.3,Credit card (automatic),Yes,5681
4274-DRSQT,88.9,6000.1,Bank transfer (automatic),Yes,5868
2027-DNKIV,58.75,2203.1,Mailed check,Yes,3483
8075-GXIUB,19.85,183.15,Credit card (automatic),No,5601
2885-HIJDH,86.9,6194.1,Bank transfer (automatic),No,4667
5424-RLQLC,59.65,638.95,Mailed check,Yes,2385
6507-DTJZV,66.4,831.75,Credit card (automatic),No,3660
7673-BQGKU,20.15,1337.5,Bank transfer (automatic),No,4554
6723-WSNTY,108.1,7181.95,Credit card (automatic),Yes,5360
2725-IWWBA,56.9,2560.1,Mailed check,No,4258
1061-PNTHC,109.6,5953,Mailed check,Yes,5012
0394-YONDK,25.15,1790.15,Credit card (automatic),No,5114
6574-MCOEH,79.15,2531.4,Electronic check,Yes,3555
7399-QHBJS,66.75,4760.3,Credit card (automatic),No,6063
0997-YTLNY,48.8,953.65,Mailed check,No,3749
9479-HYNYL,80.7,5705.05,Credit card (automatic),Yes,5617
9708-KFDBY,20.55,20.55,Credit card (automatic),No,4801
3642-GKTCT,115.1,6993.65,Mailed check,Yes,4785
0774-RMNUW,59.7,4122.65,Bank transfer (automatic),No,6420
1334-PDUKM,86.45,5762.95,Credit card (automatic),No,4480
0756-MPZRL,33.7,1537.85,Credit card (automatic),No,3007
2242-MFOTG,80.1,2603.3,Bank transfer (automatic),No,3957
2927-CVULT,104.05,5566.4,Bank transfer (automatic),Yes,4190
2144-BFDSO,108.75,5431.9,Bank transfer (automatic),No,5211
8745-PVESG,41.1,2258.25,Credit card (automatic),Yes,5281
7647-GYYKX,20.35,1092.35,Bank transfer (automatic),Yes,5646
5647-FXOTP,105.9,6401.25,Electronic check,Yes,5084
9700-ISPUP,65.5,616.9,Electronic check,Yes,3137
9839-ETQOE,40.45,1912.85,Electronic check,Yes,3176
6078-VESFR,70.45,849.1,Bank transfer (automatic),No,5225
9027-TMATR,78.8,3460.3,Electronic check,Yes,3972
1941-HOSAM,90.1,90.1,Electronic check,Yes,4142
9110-HSGTV,82.45,5555.3,Credit card (automatic),Yes,4631
0704-VCUMB,20.25,1278.8,Credit card (automatic),No,5974
6171-ZTVYB,66.25,2907.35,Bank transfer (automatic),No,2168
1935-IMVBB,89.7,4952.95,Mailed check,No,5955
2535-PBCGC,64.55,4504.9,Bank transfer (automatic),No,4858
1470-PSXNM,93.65,4520.15,Electronic check,Yes,5542
2498-XLDZR,73.6,2316.85,Mailed check,No,4343
9866-OCCKE,109.75,8075.35,Mailed check,Yes,6010
5338-YHWYT,61.45,2302.35,Credit card (automatic),No,5447
7718-UPSKJ,106.4,7251.9,Credit card (automatic),Yes,4328
8731-WBBMB,81.9,2078.55,Bank transfer (automatic),No,3350
1448-CYWKC,105.2,6225.4,Credit card (automatic),Yes,4605
7901-IIDQV,54.6,1242.25,Bank transfer (automatic),No,3398
2690-DVRVK,20.55,99.45,Electronic check,No,3629
1270-XKUCC,19.7,599.25,Mailed check,No,5045
0334-ZFJSR,66.05,3462.1,Credit card (automatic),Yes,5501
5583-EJXRD,54.05,2375.2,Credit card (automatic),Yes,4896
4565-EVZMJ,58.9,2813.05,Mailed check,Yes,5774
3327-YBAKM,96.9,6314.35,Mailed check,Yes,5369
9441-QHEVC,19.1,19.1,Mailed check,No,2091
6705-LNMDD,50.0,1003.05,Mailed check,No,5741
2580-ASVVY,45.4,1593.1,Electronic check,No,4051
3370-GQEAL,85.45,2509.95,Electronic check,No,3409
5032-USPKF,84.1,3187.65,Bank transfer (automatic),No,2604
4254-QPEDE,66.25,3330.1,Credit card (automatic),No,4275
6283-GITPX,76.9,5522.7,Credit card (automatic),Yes,4633
0771-CHWSK,74.6,4798.4,Credit card (automatic),Yes,4838
9788-HNGUT,116.95,8594.4,Credit card (automatic),Yes,5949
9495-REDIY,40.65,970.55,Credit card (automatic),Yes,5079
5375-XLDOF,114.35,7665.8,Bank transfer (automatic),Yes,6082
1172-VIYBP,69.7,3686.05,Bank transfer (automatic),No,4975
6559-PDZLR,98.65,2537,Electronic check,Yes,4191
8992-OBVDG,61.65,1393.6,Mailed check,No,2926
4273-MBHYA,89.35,89.35,Electronic check,Yes,2432
4724-WXVWF,95.4,4445.3,Electronic check,Yes,4334
5701-GUXDC,35.4,978.6,Credit card (automatic),No,2519
1460-UZPRJ,19.95,1258.15,Mailed check,No,5971
6082-GLJIX,19.25,331.35,Mailed check,No,4769
2495-TTHBQ,20.4,84.75,Mailed check,Yes,5602
0485-ZBSLN,24.75,1715.1,Credit card (automatic),No,6263
3810-PJUHR,25.35,1715.15,Mailed check,No,6059
0847-HGRML,20.0,1250.1,Bank transfer (automatic),No,4402
8232-CTLKO,59.75,3996.8,Electronic check,Yes,5979
9227-YBAXE,82.5,5215.1,Bank transfer (automatic),Yes,5314
9860-LISIZ,20.35,673.2,Mailed check,No,2864
0112-QAWRZ,90.8,1442.2,Bank transfer (automatic),Yes,5560
2786-GCDPI,104.95,5222.35,Electronic check,Yes,5570
4043-MKDTV,105.25,7291.75,Electronic check,Yes,6319
9229-RQABD,23.75,424.5,Mailed check,No,3076
8313-KTIHG,61.3,249.4,Electronic check,Yes,5281
5320-BRKGK,75.8,4415.75,Mailed check,No,4292
6284-KMNUF,98.0,5270.6,Electronic check,Yes,4615
6229-UOLQL,52.0,2884.9,Mailed check,Yes,5845
3137-LUPIX,64.4,253,Mailed check,Yes,3334
6143-JQKEA,45.8,436.2,Credit card (automatic),Yes,5586
8676-OOQEJ,30.5,118.4,Electronic check,No,3030
9701-CDXHR,69.15,3649.6,Mailed check,No,5187
8124-NZVGJ,49.25,255.6,Mailed check,Yes,2979
2162-FRZAA,39.35,2395.05,Bank transfer (automatic),No,5374
5118-MUEYH,105.1,5083.55,Credit card (automatic),Yes,3109
5627-TVBPP,20.1,644.5,Credit card (automatic),Yes,3726
3936-QQFLL,19.75,39.3,Mailed check,No,4064
2589-AYCRP,19.75,989.05,Bank transfer (automatic),No,4934
4067-HLYQI,70.4,2406.1,Bank transfer (automatic),Yes,4860
5124-EOGYE,20.45,638.55,Mailed check,No,2598
5057-RKGLH,20.35,191.1,Mailed check,No,5352
0292-WEGCH,86.2,4524.05,Electronic check,Yes,6275
8910-ICHIU,95.65,4664.2,Credit card (automatic),Yes,4727
4097-YODCF,103.8,3470.8,Electronic check,Yes,5382
9715-WZCLW,97.2,6910.3,Electronic check,Yes,4603
9786-YWNHU,63.55,4014.2,Mailed check,No,5733
6407-GSJNL,24.95,1288,Bank transfer (automatic),No,5458
4049-ZPALD,99.0,6375.8,Bank transfer (automatic),Yes,5483
3733-UOCWF,85.55,5251.75,Bank transfer (automatic),Yes,4845
6833-JMZYP,94.0,1505.45,Credit card (automatic),Yes,4521
1310-QRITU,50.3,913.3,Electronic check,Yes,5877
8961-QDZZJ,95.0,5535.8,Electronic check,Yes,6245
9715-SBVSU,61.4,815.55,Bank transfer (automatic),Yes,3186
8490-BXHEO,80.55,1411.65,Credit card (automatic),Yes,5137
7173-TETGO,78.5,5602.25,Bank transfer (automatic),No,6072
7929-SKFGK,114.3,8244.3,Credit card (automatic),No,4280
2300-RQGOI,20.05,741.5,Mailed check,No,2295
3563-SVYLG,62.65,4375.8,Credit card (automatic),No,5215
6435-VWCCY,92.7,5968.4,Credit card (automatic),Yes,5205
4998-IKFSE,100.45,3096.9,Electronic check,No,3936
8630-QSGXK,75.2,3901.25,Bank transfer (automatic),Yes,4708
2455-USLMV,84.75,2613.4,Credit card (automatic),Yes,3727
9488-FVZCC,79.5,5661.7,Bank transfer (automatic),Yes,4390
5995-WWKKG,19.8,695.05,Electronic check,Yes,5987
7879-CGSFV,100.9,5552.05,Mailed check,Yes,5101
9921-EZKBY,95.3,3275.15,Bank transfer (automatic),Yes,3087
7432-FFVAR,90.95,4236.6,Bank transfer (automatic),No,5187
7246-ZGQDF,54.5,54.5,Electronic check,No,4359
4456-RHSNB,49.6,962.9,Bank transfer (automatic),Yes,5735
2481-SBOYW,25.0,1498.35,Credit card (automatic),Yes,4673
7109-MFBYV,45.45,1233.15,Electronic check,No,5451
1833-TCXKK,107.75,4882.8,Bank transfer (automatic),Yes,3301
1832-PEUTS,89.1,5411.65,Credit card (automatic),Yes,5995
8660-BUETV,44.75,148.05,Mailed check,No,3422
0580-PIQHM,101.6,3930.55,Bank transfer (automatic),Yes,3275
5696-CEIQJ,103.15,6895.5,Bank transfer (automatic),No,4376
1696-HXOWK,95.65,6856.95,Mailed check,No,5856
3026-ATZYV,75.1,2658.8,Bank transfer (automatic),No,4131
4012-YCFAI,61.35,3766.2,Mailed check,Yes,6174
9970-QBCDA,19.7,129.55,Credit card (automatic),No,5387
9496-IVVRP,51.0,581.7,Bank transfer (automatic),No,5777
2657-VPXTA,88.85,929.45,Electronic check,Yes,4531
6551-VLJMV,20.05,679,Credit card (automatic),No,2236
1221-GHZEP,65.1,3846.75,Mailed check,Yes,5172
9289-LBQVU,70.15,4480.7,Mailed check,Yes,5037
3458-IDMFK,20.75,499.4,Mailed check,Yes,5161
6933-FHBZC,56.05,1553.2,Mailed check,Yes,3079
0221-NAUXK,19.95,219.5,Bank transfer (automatic),Yes,3044
9770-KXGQU,98.6,5311.85,Mailed check,No,4635
6538-POCHL,79.0,2576.8,Credit card (automatic),Yes,4396
6726-NNFWD,89.45,6435.25,Credit card (automatic),No,6004
3002-WQZWT,74.2,1993.25,Electronic check,Yes,3982
4277-UDIEF,81.0,1923.85,Bank transfer (automatic),No,3019
1208-NBVFH,49.6,939.8,Electronic check,Yes,3235
4912-PIGUY,84.6,84.6,Electronic check,Yes,2196
2725-TTRIQ,84.2,5986.55,Bank transfer (automatic),Yes,5598
3374-TTZTK,106.3,5487,Electronic check,Yes,4969
8990-ZXLSU,69.05,651.5,Electronic check,No,5121
2275-RBYQS,45.4,45.4,Mailed check,Yes,4916
4419-UJMUS,99.35,6856.45,Electronic check,Yes,4637
7794-JASDG,50.75,50.75,Mailed check,Yes,2250
7609-YBPXG,87.1,4735.2,Bank transfer (automatic),No,5418
5519-TEEUH,20.15,682.15,Mailed check,Yes,5759
7856-GANIL,98.7,4525.8,Bank transfer (automatic),Yes,2535
0804-XBFBV,25.2,321.05,Electronic check,No,5916
2676-OXPPQ,55.7,335.65,Bank transfer (automatic),Yes,2482
3703-TTEPD,65.35,1424.4,Bank transfer (automatic),No,2887
2799-TSLAG,25.3,1748.55,Bank transfer (automatic),Yes,4533
2208-NKVVH,24.25,1077.95,Mailed check,No,4432
7139-JZFVG,60.5,3694.45,Bank transfer (automatic),No,6026
4987-GQWPO,25.1,382.8,Credit card (automatic),No,4580
1757-TCATG,20.05,746.75,Bank transfer (automatic),No,3942
4776-XSKYQ,30.25,368.85,Credit card (automatic),No,5988
8048-DSDFQ,20.2,20.2,Mailed check,No,4496
5753-QQWPW,59.9,1654.7,Electronic check,Yes,4131
6010-DDPPW,25.15,1940.85,Bank transfer (automatic),No,4279
6693-FRIRW,101.3,1794.65,Credit card (automatic),No,5948
6586-MYGKD,76.95,5289.8,Credit card (automatic),Yes,6280
3173-NVMPX,55.3,501.2,Mailed check,Yes,4291
0248-PGHBZ,92.45,6140.85,Bank transfer (automatic),Yes,5857
0623-GDISB,48.45,48.45,Bank transfer (automatic),Yes,5838
2892-GESUL,19.35,309.25,Mailed check,No,2269
7472-EQOAV,86.7,6179.35,Bank transfer (automatic),Yes,4485
2043-WVTQJ,55.7,55.7,Mailed check,No,5664
8034-RYTVV,84.25,4589.85,Credit card (automatic),Yes,5735
3863-QSTYI,64.65,3735.45,Electronic check,Yes,5687
5044-LRQAQ,69.2,477.55,Bank transfer (automatic),Yes,2551
1716-LSAMB,54.65,2553.7,Bank transfer (automatic),No,5083
1333-PBMXB,24.75,1342.15,Bank transfer (automatic),Yes,6466
6546-OPBBH,23.95,1216.35,Mailed check,Yes,5895
5985-BEHZK,105.0,7578.05,Credit card (automatic),No,6423
9127-QRZMH,59.85,2603.95,Bank transfer (automatic),Yes,5981
5919-VCZYM,20.05,42.7,Mailed check,No,4394
9644-KVCNC,92.15,6056.9,Bank transfer (automatic),Yes,4928
2137-DQMEV,44.8,2983.65,Mailed check,No,4112
8174-LNWMW,20.9,689.35,Credit card (automatic),No,5581
9279-CJEOJ,95.4,2025.1,Bank transfer (automatic),Yes,5691
7964-VEXDG,80.35,1747.2,Electronic check,No,4579
2404-JIBFC,85.1,4657.95,Bank transfer (automatic),Yes,5661
8029-XYPWT,115.05,8016.6,Bank transfer (automatic),Yes,4438
4632-PAOYU,19.95,433.5,Mailed check,No,2233
2990-OGYTD,86.15,5883.85,Bank transfer (automatic),No,5037
6646-JPPHA,78.85,1043.8,Electronic check,No,5327
7658-UYUQS,86.55,1857.25,Bank transfer (automatic),No,5318
7880-XSOJX,42.4,146.4,Mailed check,No,4282
4589-IUAJB,24.25,1724.15,Bank transfer (automatic),No,4118
8746-BFOAJ,20.5,429.55,Bank transfer (automatic),No,5766
8457-XIGKN,19.6,356.15,Credit card (automatic),Yes,5909
6072-NUQCB,20.25,488.25,Bank transfer (automatic),No,3339
8838-GPHZP,20.6,1298.7,Mailed check,Yes,6469
8750-QWZAJ,19.8,1378.75,Bank transfer (automatic),No,5169
6918-UMQCG,80.2,384.25,Electronic check,No,3391
0675-NCDYU,116.4,8543.25,Credit card (automatic),Yes,6491
6339-DKLMK,31.65,389.95,Electronic check,Yes,4959
1346-PJWTK,94.15,5731.85,Credit card (automatic),No,4806
5088-QZLRL,20.65,20.65,Electronic check,No,2729
8023-QHAIO,76.85,4275.75,Bank transfer (automatic),Yes,6035
4397-FRLTA,20.15,84.5,Mailed check,No,5535
3057-VJJQE,55.25,1924.1,Mailed check,No,5498
2302-OUZXB,82.15,5784.3,Bank transfer (automatic),No,4552
8133-ANHHJ,103.0,5166.2,Bank transfer (automatic),No,5023
2270-CHBFN,95.1,4060.55,Credit card (automatic),Yes,2221
5982-FPVQN,95.15,3532.85,Electronic check,Yes,3407
9107-UKCKY,79.8,4914.8,Electronic check,Yes,6432
4654-ULTTN,74.8,5315.8,Credit card (automatic),Yes,6447
5546-BYZSM,20.45,775.6,Electronic check,No,2839
1492-KGETH,78.35,5445.95,Bank transfer (automatic),No,4422
4163-HFTUK,19.1,1007.8,Electronic check,No,4120
8215-NGSPE,20.0,833.55,Mailed check,No,3413
8859-YSTWS,19.95,1004.5,Bank transfer (automatic),No,4254
7601-DHFWZ,24.0,1183.05,Credit card (automatic),No,3948
1998-VHJHK,19.15,501.35,Mailed check,No,5606
1707-HABPF,91.3,4126.35,Bank transfer (automatic),Yes,3191
0487-VVUVK,19.15,477.6,Mailed check,Yes,3829
5063-IUOKK,19.75,265.75,Mailed check,No,2016
4508-OEBEY,75.5,2424.45,Credit card (automatic),Yes,5611
0027-KWYKW,83.75,1849.95,Electronic check,Yes,3585
2308-STERM,19.4,61.05,Mailed check,No,5816
5982-XMDEX,26.5,1698.55,Bank transfer (automatic),No,4404
6051-PTVNS,19.15,998.1,Credit card (automatic),No,5390
2877-VDUER,40.9,1383.6,Mailed check,No,5691
9152-AMKAK,80.25,493.4,Mailed check,Yes,2706
9432-VOFYX,70.8,1207,Electronic check,Yes,5420
8049-WJCLQ,60.2,563.5,Mailed check,No,5318
6586-PSJOX,55.2,864.55,Credit card (automatic),No,3608
9705-ZJBCG,54.15,701.05,Bank transfer (automatic),No,4977
6847-KJLTS,100.4,5749.8,Bank transfer (automatic),Yes,4005
9670-BPNXF,62.55,2796.45,Credit card (automatic),Yes,2935
3913-FCUUW,70.45,5165.7,Bank transfer (automatic),Yes,4463
3301-VKTGC,85.5,5696.6,Bank transfer (automatic),Yes,4380
9555-SAHUZ,54.5,2076.05,Electronic check,No,5499
0816-TSPHQ,20.75,44.2,Mailed check,No,3976
9932-WBWIK,20.35,215.25,Mailed check,No,5597
4619-EVPHY,91.0,1859.5,Bank transfer (automatic),Yes,3748
5286-YHCVC,104.8,7470.1,Bank transfer (automatic),Yes,4165
9115-YQHGA,51.1,2092.9,Electronic check,Yes,3355
4462-CYWMH,89.8,5629.55,Bank transfer (automatic),Yes,4981
8963-MQVYN,20.55,469.85,Electronic check,Yes,3169
2458-EOMRE,64.05,733.95,Bank transfer (automatic),No,4171
9334-GWGOW,74.85,485.25,Electronic check,Yes,2259
6542-LWGXJ,25.0,78.25,Mailed check,No,2730
5567-GZKQY,20.3,1131.5,Credit card (automatic),No,4335
1222-LRYKO,26.35,184.05,Mailed check,No,2189
2087-QAREY,54.7,1178.75,Mailed check,Yes,5722
4423-JWZJN,90.25,5629.15,Credit card (automatic),No,4799
6490-FGZAT,20.65,109.3,Mailed check,No,3266
7452-FOLON,25.45,958.45,Bank transfer (automatic),No,5986
2320-TZRRH,19.5,403.15,Mailed check,No,4700
4942-VZZOM,66.15,4392.5,Credit card (automatic),Yes,4703
7502-BNYGS,69.1,3168,Credit card (automatic),Yes,2333
4291-HYEBC,39.1,1096.6,Electronic check,Yes,2305
6147-CBCRA,20.05,669.45,Mailed check,No,5759
6047-SUHPR,59.8,2343.85,Electronic check,No,3093
9752-ZNQUT,48.6,48.6,Electronic check,Yes,3704
1576-PFZIW,105.35,7511.9,Credit card (automatic),No,5866
5666-MBJPT,25.1,1725,Bank transfer (automatic),Yes,5449
7312-XSBAT,49.75,49.75,Electronic check,No,2908
3096-GKWEB,94.75,1691.9,Electronic check,Yes,4477
2371-JQHZZ,93.0,2248.05,Electronic check,Yes,5886
0674-GCDXG,71.9,4479.2,Bank transfer (automatic),Yes,5816
1121-QSIVB,77.55,3471.1,Mailed check,Yes,5044
4396-KLSEH,19.85,63,Electronic check,Yes,5918
2824-MYYBN,95.25,3314.15,Electronic check,Yes,2969
6345-HOVES,25.05,852.7,Bank transfer (automatic),Yes,3800
8318-LCNBW,53.15,1930.9,Credit card (automatic),No,5638
6469-QJKZW,20.15,91.4,Electronic check,No,2198
0147-ESWWR,101.25,3949.15,Electronic check,Yes,3172
1217-VASWC,100.55,4304,Bank transfer (automatic),Yes,4499
6370-ZVHDV,25.3,1554.9,Bank transfer (automatic),No,4501
5915-DGNVC,71.8,3472.05,Electronic check,No,6193
6260-XLACS,19.7,117.8,Mailed check,No,5018
3566-CAAYU,49.85,3210.35,Electronic check,No,5644
4983-CCWMC,69.6,207.4,Mailed check,Yes,5487
9103-CXVOK,19.75,19.75,Electronic check,No,3068
2896-TBNBE,80.8,3132.75,Electronic check,No,3387
2522-WLNSF,64.2,2106.3,Bank transfer (automatic),No,2225
3841-CONLJ,35.0,35,Electronic check,No,4099
4475-NVTLU,19.2,903.7,Electronic check,No,3451
9386-LDCZR,90.65,3882.3,Credit card (automatic),Yes,2496
9585-KKMFD,20.0,879.8,Mailed check,Yes,5743
5399-ZIMKF,74.65,383.65,Electronic check,Yes,3319
0336-KXKFK,61.2,4390.25,Credit card (automatic),Yes,4085
5619-XZZKR,19.95,68.2,Mailed check,No,2195
3948-FVVRP,54.8,452.8,Mailed check,No,2848
5327-XOKKY,73.45,5329,Credit card (automatic),Yes,5540
0983-TATYJ,51.45,1758.9,Mailed check,Yes,4935
1813-JYWTO,80.45,5737.6,Bank transfer (automatic),No,4202
6719-OXYBR,85.3,1219.85,Electronic check,No,5559
3312-ZWLGF,79.3,2414.55,Electronic check,Yes,3172
6476-YHMGA,76.5,1155.6,Bank transfer (automatic),No,3851
0795-XCCTE,25.4,1809.35,Bank transfer (automatic),No,6141
0168-XZKBB,86.85,1564.4,Electronic check,Yes,5072
3785-NRHYR,19.65,19.65,Mailed check,No,3192
4537-DKTAL,45.55,84.4,Electronic check,No,4372
7072-MBHEV,78.1,864.85,Credit card (automatic),Yes,2333
5602-BVFMK,19.3,228.75,Mailed check,No,2868
6297-NOOPG,110.5,7752.05,Electronic check,Yes,5979
8204-TIFGJ,20.3,470.6,Bank transfer (automatic),Yes,3630
8050-DVOJX,81.35,4060.9,Credit card (automatic),No,4537
8903-XEBGX,55.3,108.65,Electronic check,Yes,4594
8169-SAEJD,56.55,3952.65,Credit card (automatic),No,4162
1089-XZWHH,19.7,494.05,Mailed check,Yes,3594
2325-WINES,104.05,3416.85,Credit card (automatic),Yes,2335
6064-ZATLR,52.85,1498.65,Bank transfer (automatic),No,2842
7824-PANSQ,80.65,4807.35,Bank transfer (automatic),No,6043
9648-BCHKM,24.65,471.35,Credit card (automatic),Yes,5231
2888-ADFAO,21.3,1041.8,Bank transfer (automatic),Yes,2861
8707-HOEDG,110.2,7689.8,Electronic check,Yes,4098
4072-IPYLT,51.05,1815,Credit card (automatic),No,2161
7167-PCEYD,19.8,1311.3,Mailed check,Yes,4260
4936-YPJNK,19.9,199.45,Mailed check,Yes,5811
1580-BMCMR,87.3,1637.3,Electronic check,Yes,4447
4817-KEQSP,19.85,1326.35,Bank transfer (automatic),No,6342
6408-WHTEF,89.4,6376.55,Mailed check,Yes,6044
9251-AWQGT,20.0,935.9,Mailed check,No,2608
8749-CLJXC,20.05,20.05,Mailed check,No,2067
7989-VCQOH,83.25,1611.15,Electronic check,No,2065
4199-QHJNM,102.9,6989.7,Bank transfer (automatic),No,5869
8882-TLVRW,39.1,2779.5,Mailed check,No,5987
5135-GRQJV,114.5,8331.95,Mailed check,Yes,6051
2384-OVPSA,20.2,735.9,Mailed check,No,4947
1371-WEPDS,55.8,2283.3,Electronic check,No,3587
3580-GICBM,24.2,1445.2,Mailed check,Yes,6201
9730-DRTMJ,72.8,2333.05,Credit card (automatic),Yes,3278
4686-UXDML,99.85,1992.55,Credit card (automatic),Yes,2113
3349-ANQNH,99.5,5890,Electronic check,Yes,5513
0932-YIXYU,20.25,1029.8,Credit card (automatic),No,5134
7480-SPLEF,26.0,1796.55,Bank transfer (automatic),Yes,4933
7636-XUHWW,19.9,33.7,Credit card (automatic),Yes,5824
1431-CYWMH,19.05,454.05,Bank transfer (automatic),No,4312
5937-EORGB,96.5,1392.25,Electronic check,Yes,2394
6349-JDHQP,19.85,1049.6,Credit card (automatic),No,6338
5539-HIVAK,25.7,734.6,Mailed check,No,3136
5847-MXBEO,20.3,475.1,Mailed check,No,4510
4583-PARNH,91.55,1540.05,Electronic check,Yes,4045
1116-FRYVH,39.4,1978.65,Mailed check,No,5701
1421-HCERK,105.7,3181.8,Bank transfer (automatic),Yes,2455
9633-XQABV,70.25,229.7,Electronic check,Yes,2156
0716-BQNDX,93.75,5625.55,Electronic check,No,4276
1183-CANVH,60.0,1347.15,Bank transfer (automatic),No,3835
1972-XMUWV,59.8,3808.2,Credit card (automatic),Yes,6034
8679-LZBMD,90.65,3974.15,Bank transfer (automatic),Yes,3786
3407-JMJQQ,109.0,7661.8,Bank transfer (automatic),Yes,4204
6252-DFGTK,68.1,2479.25,Credit card (automatic),No,2873
1539-LNKHM,20.4,266.6,Mailed check,No,4497
8645-KOMJQ,81.95,5601.4,Bank transfer (automatic),Yes,6182
0289-IVARM,60.55,1982.6,Electronic check,No,3463
9761-XUJWD,65.6,339.9,Bank transfer (automatic),Yes,5636
4057-FKCZK,82.5,4828.05,Bank transfer (automatic),No,4348
4291-TPNFG,82.3,5980.55,Bank transfer (automatic),Yes,5219
6087-YPWHO,68.15,4808.7,Mailed check,No,4613
3090-QFUVD,20.3,20.3,Credit card (automatic),No,2507
1722-LDZJS,20.2,1068.15,Credit card (automatic),No,6050
1818-ESQMW,89.2,2383.6,Electronic check,Yes,4384
7401-RUBNK,74.8,1438.05,Electronic check,No,4809
0506-YLVKJ,20.2,917.45,Mailed check,Yes,3136
8661-BOYNW,84.4,6096.45,Credit card (automatic),Yes,5046
4815-GBTCD,25.15,99.95,Electronic check,Yes,3891
2805-AUFQN,19.8,475.2,Credit card (automatic),No,3875
0980-PVMRC,50.85,2036.55,Electronic check,Yes,2819
7233-DRTRF,102.4,6444.05,Electronic check,Yes,5096
3873-NFTGI,55.5,767.55,Credit card (automatic),Yes,3520
1162-ECVII,109.75,7932.5,Bank transfer (automatic),Yes,4265
7048-GXDAY,106.4,4040.65,Electronic check,Yes,4111
8571-ZCMCX,60.0,2768.65,Credit card (automatic),Yes,3248
1169-WCVAK,88.8,1672.35,Credit card (automatic),Yes,4600
7129-CAKJW,80.05,1345.65,Bank transfer (automatic),No,3443
8695-ARGXZ,75.55,2425.4,Electronic check,Yes,5381
3570-YUEKJ,49.55,2077.95,Electronic check,Yes,3637
1555-HAPSU,23.9,1663.5,Credit card (automatic),No,5471
1697-NVVGY,66.4,1286.05,Bank transfer (automatic),No,4533
8464-EETCQ,18.8,1094.35,Credit card (automatic),No,6466
2419-FSORS,108.4,7719.5,Electronic check,Yes,4394
8132-YPVBX,85.95,514.6,Mailed check,Yes,3291
6754-LZUKA,80.9,4932.5,Bank transfer (automatic),No,4161
8099-MZPUJ,111.8,5443.65,Credit card (automatic),No,3922
0787-LHDYT,20.6,330.25,Credit card (automatic),Yes,5667
0374-IOEGQ,44.6,122.7,Electronic check,No,3122
3197-NNYNB,105.1,6631.85,Credit card (automatic),No,5649
3396-DKDEL,115.15,8250,Credit card (automatic),Yes,4388
1752-OZXFY,59.8,3561.15,Mailed check,Yes,5488
9066-QRSDU,26.3,1763.55,Electronic check,Yes,5418
9112-WSNPU,70.55,2419,Electronic check,No,5873
9867-NNXLC,20.05,470.2,Mailed check,Yes,5555
5321-NTRKC,79.85,5234.95,Bank transfer (automatic),No,6236
3161-GETRM,90.05,3097,Credit card (automatic),Yes,4648
